yoe,salary
5.9,81136.86
6.0,81254.01
5.9,81793.67
6.0,81464.89
5.8,81022.28
5.8,81279.64
5.8,81206.52
5.9,81492.39
5.8,81298.54
5.9,81288.72
5.8,81200.07
5.9,81122.61
5.9,81367.54
5.9,80880.06
5.9,81775.49
5.8,81751.79
5.9,81535.3
5.8,81243.29
5.8,81509.12
6.0,81175.21
5.9,81732.68
5.9,81733.95
5.9,81409.21
5.9,81568.16
6.0,81427.52
5.9,81662.18
6.0,81305.02
5.9,80994.69
6.0,81482.45
5.9,81569.79
5.9,81707.82
5.9,81590.7
6.0,81618.21
5.9,81332.02
6.0,81817.75
5.8,81097.96
5.9,81353.07
6.0,81084.61
6.0,81602.64
6.0,81653.82
5.9,81225.07
5.9,81002.05
5.9,81003.92
6.0,81316.82
5.8,81124.14
6.0,81397.91
6.0,81191.63
6.0,81595.98
6.0,81200.18
6.0,81469.59
5.9,81394.6
5.9,81630.28
5.8,81330.6
5.9,81093.04
5.8,81154.18
5.9,81810.28
6.0,81343.85
6.0,81421.75
6.0,81587.95
5.9,80984.63
5.8,81079.48
5.8,81493.64
6.0,81195.41
5.9,80931.91
5.9,81245.75
5.9,81352.44
6.0,81273.12
5.8,80967.26
5.9,81088.69
5.9,80998.3
6.0,81392.68
6.0,80967.93
5.9,81548.26
5.9,81436.13
5.8,81153.94
6.0,81543.17
5.8,80993.51
5.8,80902.73
5.8,80959.22
5.9,81603.35
5.9,81491.79
6.0,81167.21
5.9,81267.77
5.9,81000.99
6.0,81531.64
5.8,81496.94
5.9,80868.08
5.9,81198.14
5.9,81479.22
5.9,81442.66
6.0,81651.15
5.9,81503.24
5.9,81300.99
5.9,81018.42
5.8,81002.3
6.0,81482.83
5.9,81419.02
5.8,81102.43
6.0,80935.59
5.9,81813.21
5.9,81853.05
5.8,81799.23
6.0,81577.28
5.9,81167.42
6.0,80927.63
5.9,81263.08
6.0,80974.09
6.0,81624.47
5.8,81582.43
6.0,80995.66
6.0,81759.75
5.9,80893.7
5.8,80890.01
5.8,81473.18
5.9,80869.83
6.0,81415.5
5.8,80926.89
6.0,80966.14
5.8,81062.82
5.8,81647.63
5.8,81522.28
5.8,80960.58
5.9,81244.81
5.8,81839.2
5.8,81306.88
5.9,81691.77
5.9,81560.23
5.9,81467.55
5.9,81604.92
5.8,81440.98
6.0,81483.36
5.8,81737.06
5.9,81318.06
5.9,81723.9
6.0,81820.14
6.0,81209.71
5.9,81144.54
5.9,80940.18
5.8,81477.81
5.8,81473.12
5.8,81372.81
5.9,81855.08
5.9,81638.01
6.0,81711.3
5.9,81121.57
5.9,81703.5
6.0,81091.13
5.8,81721.8
5.9,81452.14
5.9,81479.02
5.9,81407.93
5.9,81649.55
5.9,81059.9
5.8,81720.42
5.9,81241.01
5.9,81412.67
5.9,81619.84
5.8,81167.64
5.8,81487.22
6.0,81105.42
5.9,81447.6
5.9,81431.9
5.8,81593.77
5.9,81168.94
5.9,81663.42
5.9,81380.8
5.9,80900.49
5.8,81072.79
5.9,80888.32
5.9,81490.17
5.9,81380.39
5.8,81716.72
5.9,81377.73
5.9,81564.0
6.0,81743.8
5.8,81708.59
5.9,81790.96
6.0,81025.98
5.8,81763.01
5.9,81223.8
5.9,81617.07
5.9,81640.92
5.9,81010.92
5.9,81421.17
6.0,81476.48
5.9,81690.33
5.8,81372.15
5.9,81862.19
6.0,81738.22
5.9,81488.34
5.8,81042.2
6.0,81138.55
6.0,81201.72
5.9,81856.5
6.0,81290.3
6.0,81043.68
6.0,81317.92
5.9,81276.2
5.8,81004.25
6.0,81616.49
5.9,81574.55
6.0,81819.53
5.8,81188.96
6.0,81569.97
5.8,81793.16
5.9,81727.0
5.9,81530.67
5.8,81688.95
5.9,81629.2
5.9,81542.07
5.9,81033.85
5.8,81758.72
5.9,81059.43
5.9,81614.08
6.0,81431.63
5.8,81374.51
5.8,81678.46
5.9,81579.96
6.0,81562.7
5.9,81827.82
5.8,81703.16
5.8,81530.55
5.9,81102.3
6.0,81614.51
5.9,81439.97
5.9,81478.25
5.8,81579.31
5.8,81847.35
5.9,80994.56
5.8,81173.15
6.0,81659.25
5.9,80942.72
5.9,81585.22
5.9,80920.33
5.9,81386.0
6.0,81756.98
6.0,81041.59
6.0,81266.28
5.9,81546.84
5.8,81041.36
5.9,81753.01
5.8,81285.33
5.9,81146.64
5.9,81732.82
6.0,81366.89
5.9,81300.88
6.0,81512.4
5.9,81315.52
6.0,81472.61
5.8,80879.35
6.0,80990.54
5.9,81351.66
6.0,81246.94
5.8,81522.3
5.8,81488.91
6.0,81015.15
5.9,81538.65
5.9,81540.1
5.9,81022.12
5.9,81778.33
5.9,81082.44
5.9,81312.95
5.9,81128.03
6.0,80959.17
5.8,81724.93
5.9,81065.01
5.9,81483.17
5.8,81289.33
6.0,81045.09
5.9,81182.56
6.0,81008.14
6.0,80931.13
5.9,80994.89
5.9,81535.52
5.8,81537.45
6.0,80893.39
5.9,81439.73
5.9,80887.88
5.8,81197.09
6.0,81218.73
5.9,80980.48
6.0,80964.55
5.9,81805.86
5.8,81044.48
6.0,81188.62
6.0,81036.41
5.9,81736.22
5.9,80916.17
5.9,81217.33
5.8,81488.86
5.8,81668.66
5.8,81708.29
5.9,80979.02
6.0,81118.37
5.8,81193.29
5.8,81428.85
5.8,81487.83
5.8,81447.97
6.0,81593.05
5.9,81601.41
6.0,81528.17
5.8,81111.69
5.9,81749.66
5.8,81781.49
5.9,81500.22
5.9,81684.89
6.0,81381.8
5.9,80984.93
5.8,81633.78
5.9,80868.93
5.8,81769.47
5.8,81027.52
6.0,81488.99
5.9,81132.78
6.0,81348.73
5.9,81122.07
6.0,81111.79
5.9,81597.33
5.9,81143.71
5.8,81445.99
5.8,80951.51
6.0,80994.45
5.9,81670.56
5.9,81371.05
6.0,81534.72
5.8,81599.4
5.9,80996.9
5.9,81767.46
6.0,81217.25
5.9,80996.86
5.9,81533.43
5.9,81298.29
5.9,81823.39
5.9,81625.79
6.0,81352.33
5.9,81566.59
5.8,81245.55
6.0,80982.16
6.0,81459.84
6.0,81630.51
5.9,81007.12
6.0,81797.45
6.0,81361.03
5.9,81304.07
6.0,81558.41
5.9,81217.26
5.9,80912.8
5.9,81179.83
5.9,81258.4
5.9,81232.51
5.8,81502.28
5.8,81140.43
5.9,81123.42
5.9,81616.23
5.8,81218.1
5.8,81732.15
6.0,81688.55
5.9,81098.53
5.9,81206.88
6.0,81547.95
6.0,81197.6
5.9,81477.98
6.0,80905.01
5.8,81522.2
5.9,80952.54
5.9,81175.4
5.9,81819.85
5.8,81793.1
5.9,81225.68
5.9,80919.7
5.9,81336.89
5.9,81285.37
6.0,81444.09
5.9,81042.39
5.9,81622.0
6.0,81195.22
5.9,81272.21
5.9,81370.58
5.9,81795.78
5.9,81808.01
5.8,81484.91
5.9,80982.91
5.9,81392.74
6.0,81861.12
5.9,81475.49
5.9,81679.22
6.0,81764.67
6.0,80981.18
5.8,81149.76
5.8,81081.28
6.0,81239.11
6.0,80960.96
5.9,81517.57
5.8,81017.65
5.9,81762.84
5.9,81127.78
6.0,81175.0
5.9,81018.04
6.0,81068.07
5.9,81526.48
5.9,81357.0
6.0,81386.82
6.0,81828.92
5.8,80935.11
6.0,81544.28
5.9,81263.89
5.9,81029.21
5.9,81661.3
6.0,81393.27
5.8,81499.48
5.9,81539.04
5.8,81799.35
5.9,81810.16
5.8,81117.99
6.0,81737.83
5.8,81749.25
5.9,81001.07
6.0,81843.94
5.8,81416.39
5.8,81616.88
5.8,80923.86
5.8,80946.72
5.9,81090.51
5.9,81104.63
5.9,81545.41
5.9,81489.9
5.9,81586.58
5.9,80943.43
5.9,81842.94
5.8,81146.17
6.0,81847.41
5.8,81383.29
5.9,80922.77
5.9,81157.8
6.0,81016.91
5.9,81576.03
6.0,81227.74
5.9,81530.59
5.9,81443.19
5.8,81054.58
6.0,81214.49
5.8,81405.84
5.8,81719.6
5.8,81414.18
5.9,81746.9
5.9,80884.97
5.8,80995.23
5.8,81353.9
6.0,81603.2
5.9,81122.76
6.0,81016.69
5.9,81396.65
5.8,81003.75
5.8,81133.82
6.0,81466.22
5.9,81144.08
6.0,81197.52
5.9,81753.17
5.8,81067.23
5.9,81588.53
6.0,81083.46
5.9,81177.66
6.0,81459.94
6.0,81267.47
5.9,81027.9
6.0,81615.48
6.0,81248.0
6.0,81436.19
5.8,81034.94
5.8,81331.89
5.9,80886.1
5.8,81290.18
5.9,81586.43
6.0,81862.78
5.8,81480.33
5.8,81475.28
5.9,81143.27
5.8,81462.1
5.9,81575.85
5.9,81716.67
6.0,80891.62
6.0,81102.96
5.9,81128.54
6.0,81223.82
5.8,81293.67
5.9,81556.75
5.8,81432.04
5.9,81041.64
5.8,81304.16
5.9,81617.23
5.8,81611.77
5.9,81260.73
5.8,81566.69
5.8,81250.82
5.9,81446.72
5.8,81818.56
6.0,81262.73
6.0,81282.21
5.9,81474.3
5.9,81295.68
5.8,81710.5
5.9,80869.53
5.9,81264.71
5.8,81265.36
5.9,81007.52
6.0,80932.56
5.8,81148.26
5.9,81242.39
5.9,81828.12
5.8,81843.46
6.0,81323.25
5.9,81242.08
5.9,81132.81
5.9,81425.56
5.8,81305.31
6.0,81507.51
6.0,81764.25
5.8,81229.84
5.8,81722.52
6.0,81362.21
5.9,81399.25
5.9,81228.29
5.9,81310.33
6.0,81034.97
5.8,81714.4
5.8,81553.92
6.0,81607.98
6.0,81764.04
6.0,81038.09
5.9,80945.3
6.0,81411.05
5.9,81068.72
5.8,81077.09
6.0,81081.9
5.8,81850.18
5.9,81262.95
5.9,80978.99
6.0,81857.7
5.9,80985.05
5.9,81722.3
6.0,81376.31
5.9,81729.21
5.9,81715.39
5.9,81489.44
5.9,81430.77
5.9,81778.11
5.9,81622.49
5.8,80881.57
5.9,81708.75
5.9,81191.38
5.9,80990.38
5.9,81280.87
5.9,81200.84
6.0,81015.87
5.9,81071.68
5.9,80938.52
6.0,81084.1
5.9,80966.13
5.9,81766.64
5.9,81017.86
6.0,80883.59
5.9,81233.74
5.9,81817.44
5.9,81049.48
6.0,81570.82
5.9,81830.45
5.9,81079.49
5.8,81526.47
5.8,81367.12
5.9,81796.73
5.8,80978.57
5.9,81268.86
5.8,81650.98
5.9,81381.25
5.9,81703.14
6.0,81196.21
5.8,81560.02
5.8,81005.95
5.9,81261.37
5.9,81184.28
6.0,81459.86
6.0,81500.48
5.9,80873.4
5.9,81354.32
6.0,81286.51
5.8,81287.16
5.9,81115.58
6.0,81427.33
5.8,80987.15
6.0,81082.84
6.0,81424.6
5.8,81772.93
5.8,81847.91
5.9,81534.86
5.9,81318.97
5.9,81224.4
6.0,80969.46
5.9,81771.34
5.9,81839.89
5.9,81167.8
6.0,81190.3
5.9,81784.09
6.0,80880.44
5.9,81708.3
5.9,81438.42
6.0,81621.27
5.8,81368.81
5.8,81487.98
5.8,81858.39
5.8,81841.92
5.9,81615.11
5.9,81243.16
5.8,80917.0
5.8,80976.7
5.9,81841.57
5.9,81091.36
6.0,81310.94
5.9,81172.59
5.9,81457.58
5.8,81007.58
5.9,80997.83
6.0,81854.06
6.0,81491.86
5.8,81332.06
6.0,81510.08
5.8,80975.95
5.8,81277.72
5.9,81149.95
5.9,81639.07
6.0,80991.04
5.9,80965.42
5.8,81572.36
5.9,81559.34
5.8,81086.03
5.9,81051.66
5.9,81441.13
5.9,81135.84
5.9,81185.87
5.9,81803.13
6.0,81531.6
5.8,81106.43
5.9,81010.69
5.8,81428.88
5.8,81193.83
5.9,81543.21
5.9,81605.52
5.9,81140.73
5.8,81402.35
5.8,80894.84
6.0,81042.44
5.8,81757.71
5.8,80880.13
5.8,81085.59
5.9,81146.63
5.8,81452.46
5.9,81161.37
5.9,81573.72
5.8,80943.12
5.9,81291.43
5.8,81260.58
5.9,81558.8
5.8,81041.51
6.0,81124.21
5.8,80994.28
6.0,81649.72
6.0,81671.17
6.0,80914.07
6.0,81684.56
6.0,81782.57
5.9,81847.62
6.0,81500.67
5.9,81465.35
6.0,81440.73
5.9,81451.44
5.9,81447.67
5.9,81594.89
5.9,81528.47
5.8,81260.72
6.0,81303.82
6.0,81407.89
5.8,81421.04
5.8,80970.4
6.0,81201.76
5.9,81529.62
5.9,81148.43
5.8,80921.49
6.0,81351.68
6.0,81152.37
6.0,81770.81
6.0,81568.44
5.8,81842.38
6.0,81769.82
6.0,81106.79
5.8,81363.59
6.0,81827.88
6.0,81808.6
6.0,80903.95
5.9,80963.15
5.9,81443.26
5.8,81042.65
5.8,81420.42
5.8,81796.09
5.9,81194.44
6.0,80929.68
5.9,81756.53
5.9,81482.75
5.8,81833.0
5.8,81244.02
5.8,81237.36
6.0,81793.08
5.9,81473.89
6.0,81071.01
5.9,81603.06
5.8,81337.12
5.9,81271.33
6.0,80993.24
5.9,81678.03
5.9,81777.94
5.8,81204.48
5.9,81484.34
5.9,81192.76
5.8,81621.44
6.0,81817.21
5.9,81194.31
5.9,80978.69
6.0,81826.94
5.8,81376.0
5.9,81214.71
5.9,81436.0
6.0,81556.78
5.8,81524.56
5.8,81136.92
5.9,81414.6
5.9,81053.36
5.8,81552.52
5.9,81572.88
6.0,81567.13
5.8,81113.53
5.8,81194.05
6.0,80963.58
6.0,81466.82
5.8,81393.55
6.0,81617.5
6.0,81458.34
5.8,81677.09
5.9,81503.58
5.9,80948.73
5.9,81213.23
6.0,81408.86
5.9,81603.96
5.8,81529.44
6.0,80978.31
5.9,81839.74
5.8,81676.46
5.9,80974.97
5.9,81505.81
5.8,81135.86
6.0,81642.75
5.9,81189.1
5.9,81351.81
5.9,81355.23
6.0,81015.95
6.0,81519.41
5.9,81598.42
5.9,80979.96
5.9,80996.02
5.9,81031.16
5.9,81787.36
5.9,81207.49
5.9,80960.63
6.0,81849.04
6.0,81773.43
5.9,81656.49
5.9,81442.07
5.9,81833.95
5.8,81495.27
5.9,81300.7
5.9,81471.54
5.9,81330.06
5.9,81656.58
5.9,81239.19
6.0,81512.43
6.0,80969.29
5.8,81550.77
5.9,81099.41
6.0,81461.97
5.9,81093.76
5.9,81617.95
5.9,81292.21
5.8,81670.97
6.0,81611.09
5.9,81627.51
5.9,81110.57
6.0,81170.19
6.0,81044.25
5.8,81862.76
5.9,81534.4
5.9,80890.45
6.0,81582.27
5.9,81179.09
5.9,80905.89
5.9,81765.96
6.0,81052.46
5.9,81030.66
6.0,81029.24
5.9,81383.97
6.0,81606.84
5.9,81174.41
5.9,81517.49
5.8,81357.09
5.9,81248.17
5.9,81098.37
5.9,81176.94
6.0,81766.45
6.0,81709.56
5.9,81255.7
5.9,81446.07
5.8,81605.55
5.8,81863.0
6.0,81369.87
6.0,81080.99
5.9,81692.09
5.9,81151.09
6.0,81553.48
5.9,81056.87
6.0,81047.19
5.8,81685.81
6.0,81726.56
6.0,81364.07
5.9,81278.48
6.0,81829.78
5.8,81029.88
6.0,81622.22
5.9,81139.96
6.0,81087.53
5.9,81859.63
5.9,81237.16
6.0,80880.33
5.9,81747.09
5.9,80863.66
5.9,80956.26
6.0,81310.73
5.8,81851.15
6.0,81389.37
5.9,81458.58
5.8,81160.93
6.0,80872.26
5.9,80871.6
5.9,81843.58
6.0,81535.24
5.8,81695.12
5.9,81856.18
5.8,81538.81
6.0,80880.31
5.8,80985.29
6.0,81780.49
5.9,81423.11
5.9,81034.17
5.8,81142.97
5.8,81359.4
6.0,81183.07
5.9,81162.34
5.9,81603.51
5.9,81615.57
6.0,81406.93
5.9,81384.98
5.8,80988.36
6.0,81823.58
5.9,81674.76
5.9,81612.88
6.0,81042.0
5.9,80921.95
5.9,81838.38
5.9,81543.72
6.0,81618.68
5.8,81445.15
5.8,81451.81
5.9,81817.2
6.0,81538.05
5.9,80958.73
5.9,81814.84
5.9,81161.82
5.9,81654.46
5.9,81658.3
5.9,81642.7
5.9,80924.36
5.9,81481.48
5.9,80925.16
5.9,81582.53
6.0,81442.58
5.9,80911.2
6.0,81629.04
5.8,81538.86
5.9,80885.55
5.9,81336.43
6.0,81679.41
5.8,81799.14
5.9,81014.56
5.9,81274.1
5.9,81659.72
6.0,81607.09
5.9,81776.31
5.9,80914.44
5.8,81132.9
5.9,81618.87
5.8,81431.29
5.9,80994.37
5.8,81522.76
5.8,81509.88
5.8,81136.15
5.9,81445.38
6.0,81078.2
6.0,81153.86
5.9,81372.7
5.9,81656.07
5.9,81558.36
5.9,81582.53
5.8,81071.68
5.9,81731.42
5.8,81816.49
5.9,81485.18
5.9,81142.67
5.9,81167.54
5.9,81704.86
5.9,81371.55
5.9,81251.23
5.9,81842.51
5.8,81451.01
5.9,81335.37
5.9,81255.55
5.8,81163.08
6.0,81557.38
5.9,81256.7
5.9,81556.61
5.9,81820.95
5.9,81723.56
6.0,81731.97
5.9,81166.52
5.8,81828.33
5.8,81533.18
5.8,81446.39
5.9,81473.16
5.9,81296.05
5.8,81198.53
5.9,81576.57
6.0,81851.07
5.8,81494.23
5.8,81653.11
5.8,81529.32
5.8,80923.13
5.9,81012.34
5.9,81188.19
6.0,81732.56
5.8,81593.73
6.0,81116.92
5.9,81330.12
5.9,81759.56
5.9,81268.37
5.9,81429.76
5.9,81535.34
5.8,81642.11
5.8,81115.59
5.8,80992.04
5.9,81601.84
5.9,81496.36
6.0,81254.94
5.8,81046.31
6.0,81486.02
5.8,80897.43
5.9,81533.6
5.9,81180.34
5.9,81578.97
5.8,81602.48
5.8,81032.64
5.9,81669.33
6.0,81362.8
5.9,80987.7
5.8,81282.66
5.9,81442.49
5.8,81531.62
5.9,81391.25
5.9,81289.76
5.9,80926.52
6.0,81345.98
6.0,81768.92
6.0,81335.16
6.0,81807.65
5.9,81530.41
5.8,81171.67
5.9,81636.0
5.9,81502.07
6.0,81018.32
5.9,80972.85
5.9,81388.85
6.0,81250.2
5.9,81065.12
6.0,81242.41
5.9,81514.5
6.0,81695.96
5.9,80962.59
5.9,81413.07
6.0,81001.06
5.8,81280.4
5.9,81616.3
6.0,81407.31
5.8,81345.43
5.8,81230.83
6.0,81204.01
6.0,81804.19
6.0,81170.79
5.8,81247.99
5.9,81155.35
6.0,81111.08
5.9,81766.66
5.8,81428.6
5.8,81651.46
6.0,81502.62
5.8,81680.56
6.0,81383.85
5.9,80980.09
5.9,81754.54
5.9,81517.58
5.8,80966.81
5.8,81449.04
5.9,81857.54
5.9,81361.58
5.9,81174.92
5.8,81549.11
6.0,80895.35
5.9,81237.64
5.9,81281.47
5.8,81610.89
5.9,81383.81
5.8,81262.28
5.8,81150.97
5.9,81165.77
5.9,81419.58
5.9,81408.08
5.9,81801.23
5.8,81359.94
5.9,81316.94
5.8,81273.16
6.0,81801.93
6.0,81753.88
5.8,81667.03
6.0,81260.46
5.9,81044.89
5.9,81804.95
5.9,81583.61
5.9,81138.68
6.0,80934.28
6.0,81513.27
6.0,80872.95
5.9,81395.62
5.9,81190.98
5.9,81743.27
5.9,80935.32
5.8,81150.95
5.9,81465.47
5.9,81677.27
5.9,81185.98
5.9,81340.5
6.0,81512.58
5.9,81532.26
6.0,81787.31
5.9,81643.7
5.9,81583.86
5.8,81324.17
5.9,81850.25
5.8,81657.92
5.8,81807.15
5.9,81376.23
6.0,80903.64
5.9,81487.18
5.9,81517.46
5.9,81067.41
5.9,81644.11
6.0,81152.47
6.0,81268.63
6.0,81184.53
5.9,81062.58
6.0,81650.3
5.8,81283.35
6.0,81776.74
5.9,81326.02
5.9,81583.82
6.0,81790.74
5.9,81855.45
6.0,81397.82
5.9,81267.87
5.9,81818.9
5.8,81600.8
5.8,80938.22
5.9,80961.68
5.8,81257.01
5.8,81587.2
5.9,81006.53
5.8,81091.41
6.0,81426.0
5.8,81585.2
5.9,81475.47
6.0,81425.17
5.9,81534.51
5.9,81047.36
5.9,81555.51
5.8,81702.9
5.8,81681.29
5.8,81046.07
5.8,81072.5
5.8,81660.68
5.9,80922.14
5.9,81641.47
5.9,81681.44
6.0,81135.18
6.0,80968.63
6.0,80875.76
5.8,81043.37
5.8,81759.7
5.9,81534.22
5.9,81599.36
5.8,81450.63
5.8,81108.28
5.9,80960.3
6.0,81160.74
5.8,81293.86
5.9,81508.83
5.9,81718.78
5.9,81553.65
6.0,81316.84
6.0,81811.56
5.8,81211.44
5.9,81761.43
5.9,81217.18
6.0,81147.09
5.9,80974.49
6.0,81795.57
5.9,81199.95
6.0,81802.07
5.8,81391.48
6.0,80942.37
5.9,81809.94
5.8,81684.38
5.9,81740.02
6.0,81550.32
6.0,81634.75
5.9,80967.22
5.9,81799.95
5.9,80933.82
5.9,81536.04
5.8,81624.88
6.0,81605.07
6.0,80929.2
5.9,81441.03
5.9,81221.2
5.9,81649.58
6.0,81229.63
5.9,80902.87
5.8,80933.49
5.9,81524.89
5.9,80885.2
6.0,81482.47
6.0,81842.59
5.9,81338.0
5.9,80911.82
6.0,81509.74
5.9,81749.96
6.0,81057.35
5.9,81834.46
5.9,81182.22
5.9,81594.43
6.0,81225.69
5.9,81853.72
6.0,81466.87
5.9,81139.88
5.8,80898.94
5.9,81288.97
6.0,81855.37
5.9,81808.07
5.9,81083.27
5.9,81184.84
5.8,81788.16
5.9,81589.33
5.9,81251.97
5.9,81528.07
5.9,81318.55
5.9,81841.01
5.9,81755.39
5.8,81290.03
5.9,81679.06
6.0,81422.54
5.9,81240.0
5.8,81461.1
5.9,81183.17
5.9,81358.93
5.9,81335.32
5.8,81585.94
5.8,81073.45
5.8,80994.57
5.9,81534.19
6.0,81378.93
5.8,81182.51
5.9,81600.3
5.9,81059.49
6.0,81590.24
6.0,81744.5
6.0,81446.14
5.9,81852.35
5.9,81088.52
5.9,81567.39
5.8,80869.57
5.8,81137.78
5.9,81283.65
5.9,80954.27
5.9,81066.16
5.8,80939.89
6.0,81850.89
5.8,81343.01
5.9,81157.37
5.9,80997.05
5.8,81476.0
5.9,81775.69
6.0,80997.76
5.8,80893.62
5.8,81382.11
5.9,81055.79
6.0,81851.23
5.9,81271.75
5.9,81683.84
5.9,81007.94
5.9,81365.72
6.0,81621.27
5.8,81186.38
5.9,81157.77
5.8,81498.0
5.9,81446.11
5.9,81767.63
5.9,81686.54
5.9,81538.88
5.8,81730.36
6.0,81482.78
5.9,81414.03
5.9,80987.66
5.9,81155.33
5.9,81007.69
5.9,81646.79
6.0,81471.72
5.9,81657.43
5.9,81065.5
5.9,81498.15
5.9,81033.81
5.9,81723.2
5.9,81447.85
6.0,81843.51
6.0,81613.85
6.0,81331.82
6.0,81203.75
5.9,81842.23
5.8,81284.91
5.8,80939.68
5.8,81715.8
6.0,80875.57
6.0,81586.22
6.0,81070.37
5.9,81598.71
6.0,81785.32
5.9,81842.96
5.8,81663.55
5.8,81358.08
6.0,81685.85
6.0,81705.2
6.0,80874.96
5.8,81696.71
5.8,80903.38
6.0,81814.54
6.0,81033.4
5.9,81418.97
5.9,81179.67
6.0,81492.95
5.9,80995.58
6.0,81830.69
6.0,81472.25
6.0,81538.38
5.9,81501.31
5.9,81123.72
5.9,80964.89
5.9,81650.13
5.9,81298.78
5.9,81597.65
6.0,81606.06
5.9,81547.33
5.8,81409.08
5.8,81258.76
5.9,81726.68
5.9,80940.4
5.9,80983.03
5.8,81279.59
5.9,80997.01
5.8,81813.02
6.0,81609.31
6.0,81072.12
5.9,81169.0
5.8,81005.36
6.0,81613.79
5.9,80898.31
5.9,81783.87
5.8,81610.53
6.0,81417.9
5.9,80881.3
6.0,81722.67
5.9,81515.71
5.9,81622.19
5.9,81305.42
5.8,81120.76
5.9,81553.66
6.0,81418.01
6.0,80865.83
5.9,81730.68
5.8,80959.96
6.0,81754.64
6.0,80955.3
5.8,81839.79
6.0,81484.3
5.9,81627.05
5.9,81494.05
5.8,81488.43
5.9,81402.63
5.9,81800.99
5.9,81295.61
5.9,80877.3
6.0,81017.12
5.9,81402.94
5.8,81821.8
5.9,81511.87
5.9,81351.29
6.0,81128.84
5.8,81848.35
5.8,81636.47
5.8,81172.93
6.0,80868.0
5.9,81335.81
5.9,81209.64
6.0,81359.3
5.8,81223.45
5.8,81418.36
5.9,80996.19
5.8,80867.14
5.9,81456.06
5.8,81532.65
5.8,81592.37
5.8,81714.25
5.9,81266.06
5.9,81681.02
5.9,81483.09
6.0,81277.48
5.9,81748.35
5.9,81323.23
5.9,81275.05
5.9,81375.76
5.9,81794.81
6.0,81158.2
5.9,81191.36
5.9,80920.24
5.9,81134.24
5.9,81114.99
5.9,81023.37
5.8,80865.72
6.0,81045.19
6.0,81135.04
5.8,81216.35
5.9,81749.98
5.9,81712.24
5.9,81698.57
5.9,81853.42
5.8,80864.82
5.9,81578.97
5.8,81057.43
6.0,81736.33
5.9,81025.71
6.0,81010.76
5.9,81840.35
5.9,81424.29
5.9,81727.91
5.9,81228.13
5.9,81595.51
5.9,81144.24
6.0,81683.68
6.0,80992.76
6.0,81132.52
5.8,81146.62
5.9,80994.9
5.9,81526.16
6.0,80869.78
6.0,81531.13
5.9,81424.65
5.9,81657.35
5.9,81203.18
6.0,81821.43
6.0,81665.47
5.9,81810.67
6.0,80969.46
5.8,81183.35
6.0,81848.63
6.0,81812.81
5.9,81319.85
5.8,81731.88
5.9,81173.43
5.9,81190.2
6.0,81729.66
5.8,81583.21
6.0,81205.98
5.9,81052.15
6.0,81561.79
5.9,81596.02
6.0,81633.09
6.0,81264.38
5.9,81585.86
5.8,81678.17
6.0,81065.45
5.9,81342.42
6.0,80872.18
5.8,81541.05
5.9,81011.4
5.9,81202.4
6.0,81249.19
5.9,81760.7
5.9,81675.08
5.9,81143.02
6.0,80928.02
5.8,81512.12
5.9,81744.64
6.0,81848.91
5.9,81656.81
5.8,81089.73
5.8,81617.03
6.0,81293.91
6.0,81389.91
5.9,81259.37
5.8,81444.0
6.0,81013.04
5.9,81831.28
5.8,81109.82
6.0,81783.63
5.8,80999.87
5.9,81760.76
5.8,81365.94
5.9,81623.49
5.8,81432.19
5.8,81692.92
6.0,80911.16
5.9,81731.93
5.9,81414.77
5.9,81496.45
6.0,81848.67
5.8,81618.06
5.8,81455.31
6.0,81286.89
5.8,80896.89
6.0,81156.46
5.9,81229.09
6.0,81309.41
5.9,81458.57
5.8,80958.4
6.0,81294.12
5.9,80884.59
5.9,81695.74
5.9,81337.08
6.0,81362.11
5.9,81220.89
6.0,81717.92
6.0,81217.33
5.9,81555.38
5.9,81113.44
6.0,81016.76
6.0,81192.85
5.9,81637.79
6.0,81567.59
6.0,81776.43
5.9,81672.73
5.9,81078.3
5.9,80905.9
5.9,81828.97
6.0,81301.38
5.8,81290.76
5.8,80971.13
5.9,81283.87
5.8,81588.59
6.0,81554.32
6.0,81060.06
5.9,81814.14
5.9,81751.02
5.9,81215.67
6.0,81158.66
5.9,81626.93
5.9,81199.01
5.9,81258.2
5.9,81233.03
6.0,81383.24
5.9,81431.78
5.9,81289.34
6.0,81101.45
5.8,81074.24
6.0,81285.85
6.0,80896.77
6.0,81444.08
5.8,81207.34
5.9,81600.8
5.9,81633.86
5.9,80966.43
5.9,81167.33
6.0,81601.25
6.0,81522.09
5.8,81069.93
5.8,81632.02
5.9,80894.97
6.0,81522.83
5.9,81233.64
5.8,81329.06
5.9,81688.61
5.9,81027.14
5.9,81542.99
5.9,81215.3
5.8,81500.09
5.8,81417.6
6.0,81591.22
5.8,81164.88
5.8,81482.08
5.9,81241.13
6.0,81670.16
5.9,80950.88
5.9,81596.98
6.0,81503.62
5.9,81325.93
5.8,81191.57
5.9,81484.81
5.9,81513.99
6.0,80955.1
5.9,81613.76
5.9,81346.63
5.9,81801.88
5.9,81374.05
5.9,80957.67
5.9,81757.47
5.8,81727.74
5.8,81440.64
5.8,81857.89
5.8,81544.69
6.0,81458.82
5.9,81063.98
5.9,81030.89
5.8,81165.62
5.9,81263.27
6.0,80864.26
6.0,80901.37
5.8,80928.37
